date,team,opp,wl,location,home
6/11/18,PIT,ARI,nil,Chase Field - Phoenix,
6/12/18,PIT,ARI,nil,Chase Field - Phoenix,
6/13/18,PIT,ARI,nil,Chase Field - Phoenix,
6/15/18,PIT,CIN,nil,PNC Park - Pittsburgh,y
6/16/18,PIT,CIN,nil,PNC Park - Pittsburgh,y
6/17/18,PIT,CIN,nil,PNC Park - Pittsburgh,y
6/18/18,PIT,MIL,nil,PNC Park - Pittsburgh,y
6/19/18,PIT,MIL,nil,PNC Park - Pittsburgh,y
6/20/18,PIT,MIL,nil,PNC Park - Pittsburgh,y
6/21/18,PIT,ARI,nil,PNC Park - Pittsburgh,y
6/22/18,PIT,ARI,nil,PNC Park - Pittsburgh,y
6/23/18,PIT,ARI,nil,PNC Park - Pittsburgh,y
6/24/18,PIT,ARI,nil,PNC Park - Pittsburgh,y
6/25/18,PIT,NYM,nil,Citi Field - Flushing,
6/26/18,PIT,NYM,nil,Citi Field - Flushing,
6/27/18,PIT,NYM,nil,Citi Field - Flushing,
6/29/18,PIT,SDP,nil,Petco Park - San Diego,
6/30/18,PIT,SDP,nil,Petco Park - San Diego,
7/1/18,PIT,SDP,nil,Petco Park - San Diego,
7/2/18,PIT,LAD,nil,Dodger Stadium - Los Angeles,
7/3/18,PIT,LAD,nil,Dodger Stadium - Los Angeles,
7/4/18,PIT,LAD,nil,Dodger Stadium - Los Angeles,
7/6/18,PIT,PHI,nil,PNC Park - Pittsburgh,y
7/7/18,PIT,PHI,nil,PNC Park - Pittsburgh,y
7/8/18,PIT,PHI,nil,PNC Park - Pittsburgh,y
7/9/18,PIT,WSN,nil,PNC Park - Pittsburgh,y
7/10/18,PIT,WSN,nil,PNC Park - Pittsburgh,y
7/11/18,PIT,WSN,nil,PNC Park - Pittsburgh,y
7/12/18,PIT,MIL,nil,PNC Park - Pittsburgh,y
7/13/18,PIT,MIL,nil,PNC Park - Pittsburgh,y
7/14/18,PIT,MIL,nil,PNC Park - Pittsburgh,y
7/15/18,PIT,MIL,nil,PNC Park - Pittsburgh,y
7/20/18,PIT,CIN,nil,Great American Ball Park - Cincinnati,
7/21/18,PIT,CIN,nil,Great American Ball Park - Cincinnati,
7/22/18,PIT,CIN,nil,Great American Ball Park - Cincinnati,
7/23/18,PIT,CLE,nil,Progressive Field - Cleveland,
7/24/18,PIT,CLE,nil,Progressive Field - Cleveland,
7/25/18,PIT,CLE,nil,Progressive Field - Cleveland,
7/26/18,PIT,NYM,nil,PNC Park - Pittsburgh,y
7/27/18,PIT,NYM,nil,PNC Park - Pittsburgh,y
7/28/18,PIT,NYM,nil,PNC Park - Pittsburgh,y
7/29/18,PIT,NYM,nil,PNC Park - Pittsburgh,y
7/31/18,PIT,CHC,nil,PNC Park - Pittsburgh,y
8/1/18,PIT,CHC,nil,PNC Park - Pittsburgh,y
8/3/18,PIT,STL,nil,PNC Park - Pittsburgh,y
8/4/18,PIT,STL,nil,PNC Park - Pittsburgh,y
8/5/18,PIT,STL,nil,PNC Park - Pittsburgh,y
8/6/18,PIT,COL,nil,Coors Field - Denver,
8/7/18,PIT,COL,nil,Coors Field - Denver,
8/8/18,PIT,COL,nil,Coors Field - Denver,
8/9/18,PIT,SFG,nil,AT&T Park - San Francisco,
8/10/18,PIT,SFG,nil,AT&T Park - San Francisco,
8/11/18,PIT,SFG,nil,AT&T Park - San Francisco,
8/12/18,PIT,SFG,nil,AT&T Park - San Francisco,
8/14/18,PIT,MIN,nil,Target Field - Minneapolis,
8/15/18,PIT,MIN,nil,Target Field - Minneapolis,
8/16/18,PIT,CHC,nil,PNC Park - Pittsburgh,y
8/17/18,PIT,CHC,nil,PNC Park - Pittsburgh,y
8/18/18,PIT,CHC,nil,PNC Park - Pittsburgh,y
8/19/18,PIT,CHC,nil,PNC Park - Pittsburgh,y
8/20/18,PIT,ATL,nil,PNC Park - Pittsburgh,y
8/21/18,PIT,ATL,nil,PNC Park - Pittsburgh,y
8/22/18,PIT,ATL,nil,PNC Park - Pittsburgh,y
8/24/18,PIT,MIL,nil,Miller Park - Milwaukee,
8/25/18,PIT,MIL,nil,Miller Park - Milwaukee,
8/26/18,PIT,MIL,nil,Miller Park - Milwaukee,
8/28/18,PIT,STL,nil,Busch Stadium - St. Louis,
8/29/18,PIT,STL,nil,Busch Stadium - St. Louis,
8/30/18,PIT,STL,nil,Busch Stadium - St. Louis,
8/31/18,PIT,ATL,nil,SunTrust Park - Atlanta,
9/1/18,PIT,ATL,nil,SunTrust Park - Atlanta,
9/2/18,PIT,ATL,nil,SunTrust Park - Atlanta,
9/3/18,PIT,CIN,nil,PNC Park - Pittsburgh,y
9/4/18,PIT,CIN,nil,PNC Park - Pittsburgh,y
9/5/18,PIT,CIN,nil,PNC Park - Pittsburgh,y
9/7/18,PIT,MIA,nil,PNC Park - Pittsburgh,y
9/8/18,PIT,MIA,nil,PNC Park - Pittsburgh,y
9/9/18,PIT,MIA,nil,PNC Park - Pittsburgh,y
9/10/18,PIT,STL,nil,Busch Stadium - St. Louis,
9/11/18,PIT,STL,nil,Busch Stadium - St. Louis,
9/12/18,PIT,STL,nil,Busch Stadium - St. Louis,
9/14/18,PIT,MIL,nil,Miller Park - Milwaukee,
9/15/18,PIT,MIL,nil,Miller Park - Milwaukee,
9/16/18,PIT,MIL,nil,Miller Park - Milwaukee,
9/17/18,PIT,KCR,nil,PNC Park - Pittsburgh,y
9/18/18,PIT,KCR,nil,PNC Park - Pittsburgh,y
9/19/18,PIT,KCR,nil,PNC Park - Pittsburgh,y
9/21/18,PIT,MIL,nil,PNC Park - Pittsburgh,y
9/22/18,PIT,MIL,nil,PNC Park - Pittsburgh,y
9/23/18,PIT,MIL,nil,PNC Park - Pittsburgh,y
9/24/18,PIT,CHC,nil,Wrigley Field - Chicago,
9/25/18,PIT,CHC,nil,Wrigley Field - Chicago,
9/26/18,PIT,CHC,nil,Wrigley Field - Chicago,
9/27/18,PIT,CHC,nil,Wrigley Field - Chicago,
9/28/18,PIT,CIN,nil,Great American Ball Park - Cincinnati,
9/29/18,PIT,CIN,nil,Great American Ball Park - Cincinnati,
9/30/18,PIT,CIN,nil,Great American Ball Park - Cincinnati,
3/29/18,CIN,WSN,nil,Great American Ball Park - Cincinnati,y
3/31/18,CIN,WSN,nil,Great American Ball Park - Cincinnati,y
4/1/18,CIN,WSN,nil,Great American Ball Park - Cincinnati,y
4/2/18,CIN,CHC,nil,Great American Ball Park - Cincinnati,y
4/3/18,CIN,CHC,nil,Great American Ball Park - Cincinnati,y
4/5/18,CIN,PIT,nil,PNC Park - Pittsburgh,
4/6/18,CIN,PIT,nil,PNC Park - Pittsburgh,
4/7/18,CIN,PIT,nil,PNC Park - Pittsburgh,
4/8/18,CIN,PIT,nil,PNC Park - Pittsburgh,
4/9/18,CIN,PHI,nil,Citizens Bank Park - Philadelphia,
4/10/18,CIN,PHI,nil,Citizens Bank Park - Philadelphia,
4/11/18,CIN,PHI,nil,Citizens Bank Park - Philadelphia,
4/12/18,CIN,STL,nil,Great American Ball Park - Cincinnati,y
4/13/18,CIN,STL,nil,Great American Ball Park - Cincinnati,y
4/14/18,CIN,STL,nil,Great American Ball Park - Cincinnati,y
4/15/18,CIN,STL,nil,Great American Ball Park - Cincinnati,y
4/16/18,CIN,MIL,nil,Miller Park - Milwaukee,
4/17/18,CIN,MIL,nil,Miller Park - Milwaukee,
4/18/18,CIN,MIL,nil,Miller Park - Milwaukee,
4/20/18,CIN,STL,nil,Busch Stadium - St. Louis,
4/21/18,CIN,STL,nil,Busch Stadium - St. Louis,
4/22/18,CIN,STL,nil,Busch Stadium - St. Louis,
4/23/18,CIN,ATL,nil,Great American Ball Park - Cincinnati,y
4/24/18,CIN,ATL,nil,Great American Ball Park - Cincinnati,y
4/25/18,CIN,ATL,nil,Great American Ball Park - Cincinnati,y
4/26/18,CIN,ATL,nil,Great American Ball Park - Cincinnati,y
4/27/18,CIN,MIN,nil,Target Field - Minneapolis,
4/28/18,CIN,MIN,nil,Target Field - Minneapolis,
4/29/18,CIN,MIN,nil,Target Field - Minneapolis,
4/30/18,CIN,MIL,nil,Great American Ball Park - Cincinnati,y
5/1/18,CIN,MIL,nil,Great American Ball Park - Cincinnati,y
5/2/18,CIN,MIL,nil,Great American Ball Park - Cincinnati,y
5/4/18,CIN,MIA,nil,Great American Ball Park - Cincinnati,y
5/5/18,CIN,MIA,nil,Great American Ball Park - Cincinnati,y
5/6/18,CIN,MIA,nil,Great American Ball Park - Cincinnati,y
5/7/18,CIN,NYM,nil,Great American Ball Park - Cincinnati,y
5/8/18,CIN,NYM,nil,Great American Ball Park - Cincinnati,y
5/9/18,CIN,NYM,nil,Great American Ball Park - Cincinnati,y
5/10/18,CIN,LAD,nil,Dodger Stadium - Los Angeles,
5/11/18,CIN,LAD,nil,Dodger Stadium - Los Angeles,
5/12/18,CIN,LAD,nil,Dodger Stadium - Los Angeles,
5/13/18,CIN,LAD,nil,Dodger Stadium - Los Angeles,
5/14/18,CIN,SFG,nil,AT&T Park - San Francisco,
5/15/18,CIN,SFG,nil,AT&T Park - San Francisco,
5/16/18,CIN,SFG,nil,AT&T Park - San Francisco,
5/18/18,CIN,CHC,nil,Great American Ball Park - Cincinnati,y
5/19/18,CIN,CHC,nil,Great American Ball Park - Cincinnati,y
5/20/18,CIN,CHC,nil,Great American Ball Park - Cincinnati,y
5/22/18,CIN,PIT,nil,Great American Ball Park - Cincinnati,y
5/23/18,CIN,PIT,nil,Great American Ball Park - Cincinnati,y
5/24/18,CIN,PIT,nil,Great American Ball Park - Cincinnati,y
5/25/18,CIN,COL,nil,Coors Field - Denver,
5/26/18,CIN,COL,nil,Coors Field - Denver,
5/27/18,CIN,COL,nil,Coors Field - Denver,
5/28/18,CIN,ARI,nil,Chase Field - Phoenix,
5/29/18,CIN,ARI,nil,Chase Field - Phoenix,
5/30/18,CIN,ARI,nil,Chase Field - Phoenix,
6/1/18,CIN,SDP,nil,Petco Park - San Diego,
6/2/18,CIN,SDP,nil,Petco Park - San Diego,
6/3/18,CIN,SDP,nil,Petco Park - San Diego,
6/5/18,CIN,COL,nil,Great American Ball Park - Cincinnati,y
6/6/18,CIN,COL,nil,Great American Ball Park - Cincinnati,y
6/7/18,CIN,COL,nil,Great American Ball Park - Cincinnati,y
6/8/18,CIN,STL,nil,Great American Ball Park - Cincinnati,y
6/9/18,CIN,STL,nil,Great American Ball Park - Cincinnati,y
6/10/18,CIN,STL,nil,Great American Ball Park - Cincinnati,y
6/12/18,CIN,KCR,nil,Kauffman Stadium - Kansas City,
6/13/18,CIN,KCR,nil,Kauffman Stadium - Kansas City,
6/15/18,CIN,PIT,nil,PNC Park - Pittsburgh,
6/16/18,CIN,PIT,nil,PNC Park - Pittsburgh,
6/17/18,CIN,PIT,nil,PNC Park - Pittsburgh,
6/19/18,CIN,DET,nil,Great American Ball Park - Cincinnati,y
6/20/18,CIN,DET,nil,Great American Ball Park - Cincinnati,y
6/21/18,CIN,CHC,nil,Great American Ball Park - Cincinnati,y
6/22/18,CIN,CHC,nil,Great American Ball Park - Cincinnati,y
6/23/18,CIN,CHC,nil,Great American Ball Park - Cincinnati,y
6/24/18,CIN,CHC,nil,Great American Ball Park - Cincinnati,y
6/25/18,CIN,ATL,nil,SunTrust Park - Atlanta,
6/26/18,CIN,ATL,nil,SunTrust Park - Atlanta,
6/27/18,CIN,ATL,nil,SunTrust Park - Atlanta,
6/28/18,CIN,MIL,nil,Great American Ball Park - Cincinnati,y
6/29/18,CIN,MIL,nil,Great American Ball Park - Cincinnati,y
6/30/18,CIN,MIL,nil,Great American Ball Park - Cincinnati,y
7/1/18,CIN,MIL,nil,Great American Ball Park - Cincinnati,y
7/2/18,CIN,CHW,nil,Great American Ball Park - Cincinnati,y
7/3/18,CIN,CHW,nil,Great American Ball Park - Cincinnati,y
7/4/18,CIN,CHW,nil,Great American Ball Park - Cincinnati,y
7/6/18,CIN,CHC,nil,Wrigley Field - Chicago,
7/7/18,CIN,CHC,nil,Wrigley Field - Chicago,
7/8/18,CIN,CHC,nil,Wrigley Field - Chicago,
7/9/18,CIN,CLE,nil,Progressive Field - Cleveland,
7/10/18,CIN,CLE,nil,Progressive Field - Cleveland,
7/11/18,CIN,CLE,nil,Progressive Field - Cleveland,
7/13/18,CIN,STL,nil,Busch Stadium - St. Louis,
7/14/18,CIN,STL,nil,Busch Stadium - St. Louis,
7/15/18,CIN,STL,nil,Busch Stadium - St. Louis,
7/20/18,CIN,PIT,nil,Great American Ball Park - Cincinnati,y
7/21/18,CIN,PIT,nil,Great American Ball Park - Cincinnati,y
7/22/18,CIN,PIT,nil,Great American Ball Park - Cincinnati,y
7/23/18,CIN,STL,nil,Great American Ball Park - Cincinnati,y
7/24/18,CIN,STL,nil,Great American Ball Park - Cincinnati,y
7/25/18,CIN,STL,nil,Great American Ball Park - Cincinnati,y
7/26/18,CIN,PHI,nil,Great American Ball Park - Cincinnati,y
7/27/18,CIN,PHI,nil,Great American Ball Park - Cincinnati,y
7/28/18,CIN,PHI,nil,Great American Ball Park - Cincinnati,y
7/29/18,CIN,PHI,nil,Great American Ball Park - Cincinnati,y
7/31/18,CIN,DET,nil,Comerica Park - Detroit,
8/1/18,CIN,DET,nil,Comerica Park - Detroit,
8/2/18,CIN,WSN,nil,Nationals Park - Washington,
8/3/18,CIN,WSN,nil,Nationals Park - Washington,
8/4/18,CIN,WSN,nil,Nationals Park - Washington,
8/5/18,CIN,WSN,nil,Nationals Park - Washington,
8/6/18,CIN,NYM,nil,Citi Field - Flushing,
8/7/18,CIN,NYM,nil,Citi Field - Flushing,
8/8/18,CIN,NYM,nil,Citi Field - Flushing,
8/10/18,CIN,ARI,nil,Great American Ball Park - Cincinnati,y
8/11/18,CIN,ARI,nil,Great American Ball Park - Cincinnati,y
8/12/18,CIN,ARI,nil,Great American Ball Park - Cincinnati,y
8/13/18,CIN,CLE,nil,Great American Ball Park - Cincinnati,y
8/14/18,CIN,CLE,nil,Great American Ball Park - Cincinnati,y
8/15/18,CIN,CLE,nil,Great American Ball Park - Cincinnati,y
8/17/18,CIN,SFG,nil,Great American Ball Park - Cincinnati,y
8/18/18,CIN,SFG,nil,Great American Ball Park - Cincinnati,y
8/19/18,CIN,SFG,nil,Great American Ball Park - Cincinnati,y
8/20/18,CIN,MIL,nil,Miller Park - Milwaukee,
8/21/18,CIN,MIL,nil,Miller Park - Milwaukee,
8/22/18,CIN,MIL,nil,Miller Park - Milwaukee,
8/23/18,CIN,CHC,nil,Wrigley Field - Chicago,
8/24/18,CIN,CHC,nil,Wrigley Field - Chicago,
8/25/18,CIN,CHC,nil,Wrigley Field - Chicago,
8/26/18,CIN,CHC,nil,Wrigley Field - Chicago,
8/28/18,CIN,MIL,nil,Great American Ball Park - Cincinnati,y
8/29/18,CIN,MIL,nil,Great American Ball Park - Cincinnati,y
8/30/18,CIN,MIL,nil,Great American Ball Park - Cincinnati,y
8/31/18,CIN,STL,nil,Busch Stadium - St. Louis,
9/1/18,CIN,STL,nil,Busch Stadium - St. Louis,
9/2/18,CIN,STL,nil,Busch Stadium - St. Louis,
9/3/18,CIN,PIT,nil,PNC Park - Pittsburgh,
9/4/18,CIN,PIT,nil,PNC Park - Pittsburgh,
9/5/18,CIN,PIT,nil,PNC Park - Pittsburgh,
9/6/18,CIN,SDP,nil,Great American Ball Park - Cincinnati,y
9/7/18,CIN,SDP,nil,Great American Ball Park - Cincinnati,y
9/8/18,CIN,SDP,nil,Great American Ball Park - Cincinnati,y
9/9/18,CIN,SDP,nil,Great American Ball Park - Cincinnati,y
9/10/18,CIN,LAD,nil,Great American Ball Park - Cincinnati,y
9/11/18,CIN,LAD,nil,Great American Ball Park - Cincinnati,y
9/12/18,CIN,LAD,nil,Great American Ball Park - Cincinnati,y
9/14/18,CIN,CHC,nil,Wrigley Field - Chicago,
9/15/18,CIN,CHC,nil,Wrigley Field - Chicago,
9/16/18,CIN,CHC,nil,Wrigley Field - Chicago,
9/17/18,CIN,MIL,nil,Miller Park - Milwaukee,
9/18/18,CIN,MIL,nil,Miller Park - Milwaukee,
9/19/18,CIN,MIL,nil,Miller Park - Milwaukee,
9/20/18,CIN,MIA,nil,Marlins Park - Miami,
9/21/18,CIN,MIA,nil,Marlins Park - Miami,
9/22/18,CIN,MIA,nil,Marlins Park - Miami,
9/23/18,CIN,MIA,nil,Marlins Park - Miami,
9/25/18,CIN,KCR,nil,Great American Ball Park - Cincinnati,y
9/26/18,CIN,KCR,nil,Great American Ball Park - Cincinnati,y
9/28/18,CIN,PIT,nil,Great American Ball Park - Cincinnati,y
9/29/18,CIN,PIT,nil,Great American Ball Park - Cincinnati,y
9/30/18,CIN,PIT,nil,Great American Ball Park - Cincinnati,y
3/29/18,MIL,SDP,nil,Petco Park - San Diego,
3/30/18,MIL,SDP,nil,Petco Park - San Diego,
3/31/18,MIL,SDP,nil,Petco Park - San Diego,
4/2/18,MIL,STL,nil,Miller Park - Milwaukee,y
4/3/18,MIL,STL,nil,Miller Park - Milwaukee,y
4/4/18,MIL,STL,nil,Miller Park - Milwaukee,y
4/5/18,MIL,CHC,nil,Miller Park - Milwaukee,y
4/6/18,MIL,CHC,nil,Miller Park - Milwaukee,y
4/7/18,MIL,CHC,nil,Miller Park - Milwaukee,y
4/8/18,MIL,CHC,nil,Miller Park - Milwaukee,y
4/9/18,MIL,STL,nil,Busch Stadium - St. Louis,
4/10/18,MIL,STL,nil,Busch Stadium - St. Louis,
4/11/18,MIL,STL,nil,Busch Stadium - St. Louis,
4/13/18,MIL,NYM,nil,Citi Field - Flushing,
4/14/18,MIL,NYM,nil,Citi Field - Flushing,
4/15/18,MIL,NYM,nil,Citi Field - Flushing,
4/16/18,MIL,CIN,nil,Miller Park - Milwaukee,y
4/17/18,MIL,CIN,nil,Miller Park - Milwaukee,y
4/18/18,MIL,CIN,nil,Miller Park - Milwaukee,y
4/19/18,MIL,MIA,nil,Miller Park - Milwaukee,y
4/20/18,MIL,MIA,nil,Miller Park - Milwaukee,y
4/21/18,MIL,MIA,nil,Miller Park - Milwaukee,y
4/22/18,MIL,MIA,nil,Miller Park - Milwaukee,y
4/24/18,MIL,KCR,nil,Kauffman Stadium - Kansas City,
4/25/18,MIL,KCR,nil,Kauffman Stadium - Kansas City,
4/26/18,MIL,CHC,nil,Wrigley Field - Chicago,
4/27/18,MIL,CHC,nil,Wrigley Field - Chicago,
4/28/18,MIL,CHC,nil,Wrigley Field - Chicago,
4/29/18,MIL,CHC,nil,Wrigley Field - Chicago,
4/30/18,MIL,CIN,nil,Great American Ball Park - Cincinnati,
5/1/18,MIL,CIN,nil,Great American Ball Park - Cincinnati,
5/2/18,MIL,CIN,nil,Great American Ball Park - Cincinnati,
5/4/18,MIL,PIT,nil,Miller Park - Milwaukee,y
5/5/18,MIL,PIT,nil,Miller Park - Milwaukee,y
5/6/18,MIL,PIT,nil,Miller Park - Milwaukee,y
5/8/18,MIL,CLE,nil,Miller Park - Milwaukee,y
5/9/18,MIL,CLE,nil,Miller Park - Milwaukee,y
5/10/18,MIL,COL,nil,Coors Field - Denver,
5/11/18,MIL,COL,nil,Coors Field - Denver,
5/12/18,MIL,COL,nil,Coors Field - Denver,
5/13/18,MIL,COL,nil,Coors Field - Denver,
5/14/18,MIL,ARI,nil,Chase Field - Phoenix,
5/15/18,MIL,ARI,nil,Chase Field - Phoenix,
5/16/18,MIL,ARI,nil,Chase Field - Phoenix,
5/18/18,MIL,MIN,nil,Target Field - Minneapolis,
5/19/18,MIL,MIN,nil,Target Field - Minneapolis,
5/20/18,MIL,MIN,nil,Target Field - Minneapolis,
5/21/18,MIL,ARI,nil,Miller Park - Milwaukee,y
5/22/18,MIL,ARI,nil,Miller Park - Milwaukee,y
5/23/18,MIL,ARI,nil,Miller Park - Milwaukee,y
5/24/18,MIL,NYM,nil,Miller Park - Milwaukee,y
5/25/18,MIL,NYM,nil,Miller Park - Milwaukee,y
5/26/18,MIL,NYM,nil,Miller Park - Milwaukee,y
5/27/18,MIL,NYM,nil,Miller Park - Milwaukee,y
5/28/18,MIL,STL,nil,Miller Park - Milwaukee,y
5/29/18,MIL,STL,nil,Miller Park - Milwaukee,y
5/30/18,MIL,STL,nil,Miller Park - Milwaukee,y
6/1/18,MIL,CHW,nil,Guaranteed Rate Field - Chicago,
6/2/18,MIL,CHW,nil,Guaranteed Rate Field - Chicago,
6/3/18,MIL,CHW,nil,Guaranteed Rate Field - Chicago,
6/5/18,MIL,CLE,nil,Progressive Field - Cleveland,
6/6/18,MIL,CLE,nil,Progressive Field - Cleveland,
6/8/18,MIL,PHI,nil,Citizens Bank Park - Philadelphia,
6/9/18,MIL,PHI,nil,Citizens Bank Park - Philadelphia,
6/10/18,MIL,PHI,nil,Citizens Bank Park - Philadelphia,
6/11/18,MIL,CHC,nil,Miller Park - Milwaukee,y
6/12/18,MIL,CHC,nil,Miller Park - Milwaukee,y
6/13/18,MIL,CHC,nil,Miller Park - Milwaukee,y
6/15/18,MIL,PHI,nil,Miller Park - Milwaukee,y
6/16/18,MIL,PHI,nil,Miller Park - Milwaukee,y
6/17/18,MIL,PHI,nil,Miller Park - Milwaukee,y
6/18/18,MIL,PIT,nil,PNC Park - Pittsburgh,
6/19/18,MIL,PIT,nil,PNC Park - Pittsburgh,
6/20/18,MIL,PIT,nil,PNC Park - Pittsburgh,
6/21/18,MIL,STL,nil,Miller Park - Milwaukee,y
6/22/18,MIL,STL,nil,Miller Park - Milwaukee,y
6/23/18,MIL,STL,nil,Miller Park - Milwaukee,y
6/24/18,MIL,STL,nil,Miller Park - Milwaukee,y
6/26/18,MIL,KCR,nil,Miller Park - Milwaukee,y
6/27/18,MIL,KCR,nil,Miller Park - Milwaukee,y
6/28/18,MIL,CIN,nil,Great American Ball Park - Cincinnati,
6/29/18,MIL,CIN,nil,Great American Ball Park - Cincinnati,
6/30/18,MIL,CIN,nil,Great American Ball Park - Cincinnati,
7/1/18,MIL,CIN,nil,Great American Ball Park - Cincinnati,
7/2/18,MIL,MIN,nil,Miller Park - Milwaukee,y
7/3/18,MIL,MIN,nil,Miller Park - Milwaukee,y
7/4/18,MIL,MIN,nil,Miller Park - Milwaukee,y
7/5/18,MIL,ATL,nil,Miller Park - Milwaukee,y
7/6/18,MIL,ATL,nil,Miller Park - Milwaukee,y
7/7/18,MIL,ATL,nil,Miller Park - Milwaukee,y
7/8/18,MIL,ATL,nil,Miller Park - Milwaukee,y
7/9/18,MIL,MIA,nil,Marlins Park - Miami,
7/10/18,MIL,MIA,nil,Marlins Park - Miami,
7/11/18,MIL,MIA,nil,Marlins Park - Miami,
7/12/18,MIL,PIT,nil,PNC Park - Pittsburgh,
7/13/18,MIL,PIT,nil,PNC Park - Pittsburgh,
7/14/18,MIL,PIT,nil,PNC Park - Pittsburgh,
7/15/18,MIL,PIT,nil,PNC Park - Pittsburgh,
7/20/18,MIL,LAD,nil,Miller Park - Milwaukee,y
7/21/18,MIL,LAD,nil,Miller Park - Milwaukee,y
7/22/18,MIL,LAD,nil,Miller Park - Milwaukee,y
7/23/18,MIL,WSN,nil,Miller Park - Milwaukee,y
7/24/18,MIL,WSN,nil,Miller Park - Milwaukee,y
7/25/18,MIL,WSN,nil,Miller Park - Milwaukee,y
7/26/18,MIL,SFG,nil,AT&T Park - San Francisco,
7/27/18,MIL,SFG,nil,AT&T Park - San Francisco,
7/28/18,MIL,SFG,nil,AT&T Park - San Francisco,
7/29/18,MIL,SFG,nil,AT&T Park - San Francisco,
7/30/18,MIL,LAD,nil,Dodger Stadium - Los Angeles,
7/31/18,MIL,LAD,nil,Dodger Stadium - Los Angeles,
8/1/18,MIL,LAD,nil,Dodger Stadium - Los Angeles,
8/2/18,MIL,LAD,nil,Dodger Stadium - Los Angeles,
8/3/18,MIL,COL,nil,Miller Park - Milwaukee,y
8/4/18,MIL,COL,nil,Miller Park - Milwaukee,y
8/5/18,MIL,COL,nil,Miller Park - Milwaukee,y
8/7/18,MIL,SDP,nil,Miller Park - Milwaukee,y
8/8/18,MIL,SDP,nil,Miller Park - Milwaukee,y
8/9/18,MIL,SDP,nil,Miller Park - Milwaukee,y
8/10/18,MIL,ATL,nil,SunTrust Park - Atlanta,
8/11/18,MIL,ATL,nil,SunTrust Park - Atlanta,
8/12/18,MIL,ATL,nil,SunTrust Park - Atlanta,
8/14/18,MIL,CHC,nil,Wrigley Field - Chicago,
8/15/18,MIL,CHC,nil,Wrigley Field - Chicago,
8/17/18,MIL,STL,nil,Busch Stadium - St. Louis,
8/18/18,MIL,STL,nil,Busch Stadium - St. Louis,
8/19/18,MIL,STL,nil,Busch Stadium - St. Louis,
8/20/18,MIL,CIN,nil,Miller Park - Milwaukee,y
8/21/18,MIL,CIN,nil,Miller Park - Milwaukee,y
8/22/18,MIL,CIN,nil,Miller Park - Milwaukee,y
8/24/18,MIL,PIT,nil,Miller Park - Milwaukee,y
8/25/18,MIL,PIT,nil,Miller Park - Milwaukee,y
8/26/18,MIL,PIT,nil,Miller Park - Milwaukee,y
8/28/18,MIL,CIN,nil,Great American Ball Park - Cincinnati,
8/29/18,MIL,CIN,nil,Great American Ball Park - Cincinnati,
8/30/18,MIL,CIN,nil,Great American Ball Park - Cincinnati,
8/31/18,MIL,WSN,nil,Nationals Park - Washington,
9/1/18,MIL,WSN,nil,Nationals Park - Washington,
9/2/18,MIL,WSN,nil,Nationals Park - Washington,
9/3/18,MIL,CHC,nil,Miller Park - Milwaukee,y
9/4/18,MIL,CHC,nil,Miller Park - Milwaukee,y
9/5/18,MIL,CHC,nil,Miller Park - Milwaukee,y
9/7/18,MIL,SFG,nil,Miller Park - Milwaukee,y
9/8/18,MIL,SFG,nil,Miller Park - Milwaukee,y
9/9/18,MIL,SFG,nil,Miller Park - Milwaukee,y
9/10/18,MIL,CHC,nil,Wrigley Field - Chicago,
9/11/18,MIL,CHC,nil,Wrigley Field - Chicago,
9/12/18,MIL,CHC,nil,Wrigley Field - Chicago,
9/14/18,MIL,PIT,nil,Miller Park - Milwaukee,y
9/15/18,MIL,PIT,nil,Miller Park - Milwaukee,y
9/16/18,MIL,PIT,nil,Miller Park - Milwaukee,y
9/17/18,MIL,CIN,nil,Miller Park - Milwaukee,y
9/18/18,MIL,CIN,nil,Miller Park - Milwaukee,y
9/19/18,MIL,CIN,nil,Miller Park - Milwaukee,y
9/21/18,MIL,PIT,nil,PNC Park - Pittsburgh,
9/22/18,MIL,PIT,nil,PNC Park - Pittsburgh,
9/23/18,MIL,PIT,nil,PNC Park - Pittsburgh,
9/24/18,MIL,STL,nil,Busch Stadium - St. Louis,
9/25/18,MIL,STL,nil,Busch Stadium - St. Louis,
9/26/18,MIL,STL,nil,Busch Stadium - St. Louis,
9/28/18,MIL,DET,nil,Miller Park - Milwaukee,y
9/29/18,MIL,DET,nil,Miller Park - Milwaukee,y
9/30/18,MIL,DET,nil,Miller Park - Milwaukee,y
3/29/18,BAL,MIN,,Oriole Park at Camden Yards - Baltimore,y
3/31/18,BAL,MIN,,Oriole Park at Camden Yards - Baltimore,y
4/1/18,BAL,MIN,,Oriole Park at Camden Yards - Baltimore,y
4/2/18,BAL,HOU,,Minute Maid Park - Houston,
4/3/18,BAL,HOU,,Minute Maid Park - Houston,
4/4/18,BAL,HOU,,Minute Maid Park - Houston,
4/5/18,BAL,NYY,,Yankee Stadium - Bronx,
4/6/18,BAL,NYY,,Yankee Stadium - Bronx,
4/7/18,BAL,NYY,,Yankee Stadium - Bronx,
4/8/18,BAL,NYY,,Yankee Stadium - Bronx,
4/9/18,BAL,TOR,,Oriole Park at Camden Yards - Baltimore,y
4/10/18,BAL,TOR,,Oriole Park at Camden Yards - Baltimore,y
4/11/18,BAL,TOR,,Oriole Park at Camden Yards - Baltimore,y
